word,status,confidence,score,page,reason,answer_candidate,hint,sort_order
есер,needs_review,high,75,345,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
етан,needs_review,high,77,346,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
етил,needs_review,high,77,347,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
етос,needs_review,high,85,348,grammar-marker|lowercase-entry|previous-line-closed,,,
ефеб,needs_review,high,75,348,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
ехеј,needs_review,high,75,349,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
ејдс,needs_review,high,75,329,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жаба,needs_review,high,75,350,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
жабо,needs_review,high,77,350,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жара,needs_review,high,75,351,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
жаца,needs_review,high,75,352,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жацо,needs_review,high,77,352,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жбун,needs_review,high,75,352,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жврк,needs_review,high,85,353,grammar-marker|lowercase-entry|previous-line-closed,,,
жега,needs_review,high,75,353,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
желе,needs_review,high,77,354,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жена,needs_review,high,75,354,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
жива,needs_review,high,75,355,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
живо,needs_review,high,75,356,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жило,needs_review,high,77,358,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жиро,needs_review,high,77,358,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жица,needs_review,high,75,358,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
жупа,needs_review,high,75,361,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жура,needs_review,high,75,361,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жуја,needs_review,high,75,360,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жујо,needs_review,high,77,360,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жућа,needs_review,high,75,362,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
жућо,needs_review,high,77,362,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
запт,needs_review,high,75,397,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зато,needs_review,high,75,405,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
збир,needs_review,high,75,411,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
због,needs_review,high,75,412,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
звек,needs_review,high,75,413,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
звук,needs_review,high,75,415,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
згар,needs_review,high,75,415,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зека,needs_review,high,75,418,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зеко,needs_review,high,77,418,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зера,needs_review,high,75,420,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зече,needs_review,high,77,420,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зеја,needs_review,high,77,418,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зеље,needs_review,high,75,419,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зељо,needs_review,high,77,419,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зима,needs_review,high,75,420,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
зими,needs_review,high,75,421,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зифт,needs_review,high,75,421,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
знак,needs_review,high,75,424,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
знан,needs_review,high,77,425,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зова,needs_review,high,75,426,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зора,needs_review,high,75,426,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зоља,needs_review,high,75,426,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зрак,needs_review,high,75,426,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зрно,needs_review,high,75,427,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
зјап,needs_review,high,75,421,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
игда,needs_review,high,75,429,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
игло,needs_review,high,77,430,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
иглу,needs_review,high,77,430,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
игра,needs_review,high,75,430,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
идол,needs_review,high,77,431,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
изба,needs_review,high,75,433,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
икад,needs_review,high,75,453,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
имам,needs_review,high,77,455,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
иман,needs_review,high,77,455,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
имиџ,needs_review,high,75,456,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
инат,needs_review,high,87,457,inflection-after-comma|lowercase-entry|previous-line-closed,yes,,
ипак,needs_review,high,75,465,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
ирис,needs_review,high,75,465,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кабл,needs_review,high,75,500,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кава,needs_review,high,85,500,grammar-marker|lowercase-entry|previous-line-closed,yes,,
када,needs_review,high,75,501,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
кака,needs_review,high,75,503,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кале,needs_review,high,75,504,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
калк,needs_review,high,75,504,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кама,needs_review,high,75,505,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
камо,needs_review,high,75,507,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
камп,needs_review,high,85,507,grammar-marker|lowercase-entry|previous-line-closed,,,
кант,needs_review,high,75,508,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
капа,needs_review,high,75,508,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
каре,needs_review,high,77,511,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
каро,needs_review,high,87,512,inflection-after-comma|lowercase-entry|previous-line-closed,,,
каук,needs_review,high,75,515,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кафа,needs_review,high,75,515,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
каца,needs_review,high,75,515,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
каша,needs_review,high,75,515,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
квар,needs_review,high,75,517,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
квас,needs_review,high,75,517,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кера,needs_review,high,75,519,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кеса,needs_review,high,75,519,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
кеца,needs_review,high,85,519,grammar-marker|lowercase-entry|previous-line-closed,,,
кече,needs_review,high,77,519,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
киви,needs_review,high,77,519,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кика,needs_review,high,75,520,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кикс,needs_review,high,75,520,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кила,needs_review,high,75,520,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кист,needs_review,high,75,522,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кита,needs_review,high,75,522,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
киша,needs_review,high,75,523,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
клак,needs_review,high,87,524,inflection-after-comma|lowercase-entry|previous-line-closed,,,
клан,needs_review,high,75,524,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клап,needs_review,high,75,524,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клас,needs_review,high,75,524,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
клај,needs_review,high,75,524,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клбн,needs_review,high,85,530,grammar-marker|lowercase-entry|previous-line-closed,,,
клеп,needs_review,high,75,526,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клер,needs_review,high,75,526,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клет,needs_review,high,77,526,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клик,needs_review,high,75,527,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клим,needs_review,high,75,528,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клин,needs_review,high,75,528,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клис,needs_review,high,75,529,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клиф,needs_review,high,75,529,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клок,needs_review,high,75,530,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клоп,needs_review,high,75,530,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
клуб,needs_review,high,75,530,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кмет,needs_review,high,75,532,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кнап,needs_review,high,75,532,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кнез,needs_review,high,75,533,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кода,needs_review,high,75,536,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кожа,needs_review,high,75,536,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
коза,needs_review,high,75,536,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кока,needs_review,high,75,538,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кокс,needs_review,high,75,538,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
колт,needs_review,high,75,542,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кома,needs_review,high,75,543,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кона,needs_review,high,75,547,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
коса,needs_review,high,75,10,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
косо,needs_review,high,75,562,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
коча,needs_review,high,75,565,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
коље,needs_review,high,75,539,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крак,needs_review,high,75,569,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крас,needs_review,high,85,570,grammar-marker|lowercase-entry|previous-line-closed,,,
крах,needs_review,high,75,572,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
краш,needs_review,high,85,572,grammar-marker|lowercase-entry|previous-line-closed,,,
крај,needs_review,high,75,569,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
крек,needs_review,high,75,575,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крес,needs_review,high,85,576,grammar-marker|lowercase-entry|previous-line-closed,,,
крет,needs_review,high,85,577,grammar-marker|lowercase-entry|previous-line-closed,,,
крик,needs_review,high,75,581,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крин,needs_review,high,75,582,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крис,needs_review,high,75,583,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крме,needs_review,high,77,585,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крос,needs_review,high,75,588,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крпа,needs_review,high,75,588,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крпо,needs_review,high,77,589,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
круп,needs_review,high,75,592,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крух,needs_review,high,75,593,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крџа,needs_review,high,75,594,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
крџо,needs_review,high,77,594,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кубе,needs_review,high,77,596,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
куга,needs_review,high,75,596,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кула,needs_review,high,75,599,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
кули,needs_review,high,77,600,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
култ,needs_review,high,75,600,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
купа,needs_review,high,75,602,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
кура,needs_review,high,75,604,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
курс,needs_review,high,75,605,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
куцо,needs_review,high,77,608,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
куче,needs_review,high,77,608,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кљук,needs_review,high,75,531,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кљун,needs_review,high,75,531,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
кљуц,needs_review,high,75,531,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
књаз,needs_review,high,85,533,grammar-marker|lowercase-entry|previous-line-closed,,,
лава,needs_review,high,75,609,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
лажа,needs_review,high,85,610,grammar-marker|lowercase-entry|previous-line-closed,,,
лако,needs_review,high,75,612,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лала,needs_review,high,75,613,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лама,needs_review,high,75,613,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
лане,needs_review,high,77,614,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
ласа,needs_review,high,75,615,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
ласо,needs_review,high,75,616,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лађа,needs_review,high,75,610,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
лема,needs_review,high,75,622,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лено,needs_review,high,85,622,grammar-marker|lowercase-entry|previous-line-closed,,,
леут,needs_review,high,75,626,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лећа,needs_review,high,77,136,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лига,needs_review,high,75,628,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лика,needs_review,high,75,629,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лико,needs_review,high,75,629,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лила,needs_review,high,75,630,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лимб,needs_review,high,75,630,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
линч,needs_review,high,75,632,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
липа,needs_review,high,75,632,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лира,needs_review,high,75,632,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лист,needs_review,high,75,633,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
лифт,needs_review,high,75,635,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лице,needs_review,high,75,635,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
лоби,needs_review,high,77,636,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лова,needs_review,high,85,636,grammar-marker|lowercase-entry|previous-line-closed,,,
лога,needs_review,high,75,637,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лого,needs_review,high,75,638,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
ложа,needs_review,high,75,638,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лоза,needs_review,high,75,638,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
лола,needs_review,high,85,640,grammar-marker|lowercase-entry|previous-line-closed,,,
лорд,needs_review,high,75,641,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луда,needs_review,high,75,642,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лудо,needs_review,high,75,643,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луес,needs_review,high,75,643,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лукс,needs_review,high,75,644,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
лула,needs_review,high,75,644,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луна,needs_review,high,75,644,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
лупа,needs_review,high,75,644,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луфа,needs_review,high,75,646,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луфт,needs_review,high,75,646,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луча,needs_review,high,75,646,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луче,needs_review,high,77,646,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
луња,needs_review,high,75,644,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мага,needs_review,high,75,652,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маго,needs_review,high,77,654,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мада,needs_review,high,75,654,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мажа,needs_review,high,75,655,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маза,needs_review,high,85,655,grammar-marker|lowercase-entry|previous-line-closed,,,
мала,needs_review,high,75,659,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
мали,needs_review,high,77,660,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
малц,needs_review,high,75,662,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мама,needs_review,high,75,662,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
мана,needs_review,high,75,663,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мапа,needs_review,high,75,666,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
март,needs_review,high,75,668,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
марш,needs_review,high,75,668,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маса,needs_review,high,75,669,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маст,needs_review,high,75,670,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маук,needs_review,high,75,673,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маца,needs_review,high,75,674,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маче,needs_review,high,77,675,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маша,needs_review,high,75,675,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маја,needs_review,high,75,656,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
маља,needs_review,high,75,662,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
меда,needs_review,high,75,677,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
медо,needs_review,high,77,679,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
меза,needs_review,high,85,681,grammar-marker|lowercase-entry|previous-line-closed,,,
мезе,needs_review,high,77,681,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мека,needs_review,high,75,682,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
меко,needs_review,high,75,682,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
месо,needs_review,high,75,688,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
мета,needs_review,high,75,689,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
меца,needs_review,high,75,693,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мецо,needs_review,high,77,693,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
међу,needs_review,high,75,680,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мејл,needs_review,high,75,682,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мила,needs_review,high,75,696,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мило,needs_review,high,75,697,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мимо,needs_review,high,75,698,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
миом,needs_review,high,77,700,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мира,needs_review,high,75,700,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
миса,needs_review,high,85,702,grammar-marker|lowercase-entry|previous-line-closed,,,
мица,needs_review,high,75,704,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
миље,needs_review,high,75,698,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
млаз,needs_review,high,75,706,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
млађ,needs_review,high,77,706,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
млин,needs_review,high,75,708,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
моба,needs_review,high,75,710,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мода,needs_review,high,75,711,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
мока,needs_review,high,85,713,grammar-marker|lowercase-entry|previous-line-closed,,,
мопс,needs_review,high,75,717,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мора,needs_review,high,75,717,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
море,needs_review,high,75,719,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
морж,needs_review,high,75,719,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
моча,needs_review,high,75,722,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мошт,needs_review,high,75,723,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мрав,needs_review,high,75,723,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мраз,needs_review,high,75,723,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мрак,needs_review,high,75,723,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
мрва,needs_review,high,75,724,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мршо,needs_review,high,77,728,inflection-after-comma|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мрља,needs_review,high,87,726,inflection-after-comma|lowercase-entry|previous-line-closed,yes,,
мува,needs_review,high,75,728,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мудо,needs_review,high,75,729,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мужа,needs_review,high,75,729,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
муза,needs_review,high,75,729,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,,,
мука,needs_review,high,75,730,grammar-marker|lowercase-entry|previous-line-closed|ocr-noise-near-entry,yes,,
